0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,target
0.0,0.09993301616303926,0.19886553633749857,0.2958070811665539,0.38978710427372076,0.4798647090490943,0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745
0.09993301616303926,0.19886553633749857,0.2958070811665539,0.38978710427372076,0.4798647090490943,0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713
0.19886553633749857,0.2958070811665539,0.38978710427372076,0.4798647090490943,0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792
0.2958070811665539,0.38978710427372076,0.4798647090490943,0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122
0.38978710427372076,0.4798647090490943,0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122,-0.769322442514122
0.4798647090490943,0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122,-0.769322442514122,-0.7016280672912412
0.5651380685920271,0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122,-0.769322442514122,-0.7016280672912412,-0.6269092261435582
0.6447534545009243,0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122,-0.769322442514122,-0.7016280672912412,-0.6269092261435582,-0.5459139791588185
0.717913784116926,0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122,-0.769322442514122,-0.7016280672912412,-0.6269092261435582,-0.5459139791588185,-0.45945322370421515
0.78388660064933,0.8420114062884005,0.8917062748888882,0.9324736780202824,0.9639054660553243,0.985686954427788,0.9976000741492778,0.9995255550431251,0.9914441198375697,0.9734366771633683,0.9456835115235996,0.9084624783454199,0.8621462221843063,0.8071984459311994,0.7441692683739977,0.6736897165919457,0.5964654083232273,0.513269487555788,0.4249348840678924,0.33234597441331465,0.23642972783858707,0.13814642577643546,0.03848004782872783,-0.06157157950873298,-0.16100677275189493,-0.2588300199490208,-0.35406194741393143,-0.4457491248883234,-0.532973610967149,-0.6148621432214489,-0.6905948810101928,-0.7594136134510215,-0.8206293503744214,-0.8736292202632362,-0.9178826061176496,-0.9529464578154061,-0.9784697277816927,-0.9941968855602381,-0.9999704760989149,-0.9957326961371449,-0.981525972912842,-0.9574925393950745,-0.9238730102950713,-0.8810039731120792,-0.8293146183317122,-0.769322442514122,-0.7016280672912412,-0.6269092261435582,-0.5459139791588185,-0.45945322370421515,-0.3683925759927202
